,id,author_id,created_at,text,source,author.location,geo.country,geo.full_name,geo.geo.bbox
99062,1401507906751811587,1037212548632911872,2021-06-06T11:54:58.000Z,"You can give them another chance, or you can forgive, let go, and give yourself a better chance. it's your life",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
124875,1404045208556343297,4764721304,2021-06-13T11:57:18.000Z,Having No Sancho and two goalkeepers on the Bench is a criminal offense and if Southgate loses this game he should be tried and sentenced,Twitter for Android,"Kampala, Uganda",Uganda,"Kanungu, Uganda","[29.5820079, -1.0814667, 29.9025058, -0.3364669]"
122551,1403762708495978499,1001383976718749696,2021-06-12T17:14:45.000Z,Refresh your rhythm with @CocaCola @CocaColaAfrica https://t.co/Z59oFyCfuB,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1314902,1510118021456613381,1490428448686456837,2022-04-02T04:52:47.000Z,@edwinpaul256 @Asad_Umar @AKasingye @jackiearinda ranging from 220k kindly send pic for that of yr interest on our watsup number for more details,Twitter for Android,Equatoria Mall level3 shop A16,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1211050,1502721099431301121,119431293,2022-03-12T19:00:03.000Z,Slabhead.,Twitter for Android,Kampala,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
633463,1450153877584715783,1334473363184553986,2021-10-18T17:36:41.000Z,@bamwinejnr Corruption,Twitter for Android,"Kampala, Uganda",Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
748230,1461723904263835651,3329497918,2021-11-19T15:51:50.000Z,Me too 😄 https://t.co/dU0RmB5nRj,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
1441383,1518510079036772354,1452333468071960587,2022-04-25T08:39:50.000Z,@AyebareHumble @bamwinejnr @mr___honey @essiedawnss @fridahmareawiny @HerbieJuliet Pray to God,Twitter for Android,mutasa kafeero plaza,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1263026,1506535689642459141,1330194936650674182,2022-03-23T07:37:53.000Z,@Glesom97 @royaljeffuganda Turn on your location,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
940653,1479675117168955396,1457734014,2022-01-08T04:43:33.000Z,@sammiemanini1 Very true,Twitter for Android,"Masaka,Uganda",Uganda,"Bushenyi, Uganda","[29.6771363, -0.7804233, 30.5065842, -0.0721552]"
976426,1482819601784266767,606470972,2022-01-16T20:58:37.000Z,Thumbs up for @dtb_uganda for adding an hour to the working time. It. Means a lot to the business community. https://t.co/NfyCZjRSCh,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
744217,1461341324720975873,1407208271849701376,2021-11-18T14:31:36.000Z,"@matskessel Do you want to know how to make money with #NFTs? Don’t miss out on this Twitter Spaces (Muda Talks) happening today, 8-9pm EAT\nhttps://t.co/TJG1BV31x2\n#AfroKingz #muda #davido #palaaso #NFTCommunity  \n@suleug @p_avua @Mauricederrek @afrokingznft  @cryptomanic_ug",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
286439,1418086610520903682,2460258751,2021-07-22T05:52:49.000Z,@AaronBanana_ Your opinion,Twitter for Android,Your Neighbor ,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
811193,1467817633554866180,116780674,2021-12-06T11:26:09.000Z,@Isacmpanga @kebirungilydi @Atuhairecarol10 @NatieNampa @LFS_PSFU @PSF_Uganda @___jo21 @Arnoldtugumegm1 @PeshAhumuza @LilyNampa @saufah_ @TracyKirabo4 @de_enginiya No one said its right or accepted anywhere in society. \nWe are saying sometimes (if not most of the times) they invite it or create it for themselves.,Twitter for Android,Mbarara,Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
141324,1405624807140462596,859724666260344832,2021-06-17T20:34:03.000Z,@MichaelJowasi I like cute feet but I don’t try to digest it 🤢 hooves are not even cute enough to kiss 😒,Twitter for iPhone,"Kampala,Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
999411,1485202012367200259,705719329321586688,2022-01-23T10:45:28.000Z,"Ka coffee powder ka client on the way, namugongo 🚗 https://t.co/OYOocuSw4r",Twitter for Android,"Nairobi, Kenya",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
621586,1448951118944428038,1442853960054890506,2021-10-15T09:57:21.000Z,"Weekend is here come over and relax ,we have mouth watering fish https://t.co/nCQTn3zSoz",Twitter for Android,"Mbarara, Uganda",Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1485863,1521552456253165571,580054586,2022-05-03T18:09:09.000Z,The bad guys! 👌,Twitter for iPhone,"Rukungiri,Ruhinda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
176886,1408842755804123146,109207083,2021-06-26T17:41:02.000Z,@TheLoveDre @DhakabaKigongo Man🤣🤣🤣here rules are made to be broken🤣🤣🤣..,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
243355,1414290798468861953,2813167973,2021-07-11T18:29:37.000Z,"What kind of line up is that, if he doesn’t win he will be skinned by the same media kniting him 😂",Twitter for iPhone,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
635438,1450383569298280452,1439194546404052999,2021-10-19T08:49:24.000Z,@MaiKeem1 Trying to .. 😁,Twitter for Android,"kampala-jinja,uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
512569,1438834885121171460,1053561378047492096,2021-09-17T11:59:03.000Z,"@StephenObeli @joannase Mulimu actually mungi. Ate heat level, simanyi black body radiation 😒",Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
836766,1470275585842851841,886245230,2021-12-13T06:13:10.000Z,"@muhwezialex2 @ainbyoo @henrymwebesa @KagutaMuseveni Science teachers are appointed by the education service commission, they have appointment letters, confirmation letters and posting instructions! What do interns have?? Yes they have finished their undergraduate program but still needs more training. They can't ask a salary!!",Twitter for Android,"Rhodes, South Africa",Uganda,"Isingiro, Uganda","[30.4781088, -1.0762862, 31.2722171, -0.6020521]"
1406874,1516399035338403840,1448189729221062657,2022-04-19T12:51:18.000Z,Ahaaa this is beyond praising 😂😂😂💀👐mbu destroyer of my vagina😂😂😂 https://t.co/aJckdWYr6M,Twitter for Android,"Gayaza, Uganda ",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
875923,1474013297443811333,1148971389325631488,2021-12-23T13:45:30.000Z,@ronsmatovu maybe,Twitter for Android,East Africa,Uganda,"Nakasongola, Uganda","[31.9684434, 0.9598391, 32.8006354, 1.6754884]"
407702,1429001104415772677,1407790648024043526,2021-08-21T08:43:07.000Z,@Adisonaka Mood🤣 https://t.co/56SZvusMVZ,Twitter for Android,"Ntungamo, Uganda",Uganda,"Ntungamo, Uganda","[30.0199051, -1.1954741, 30.5940213, -0.7170855]"
455730,1433408671959105538,1073977013776588806,2021-09-02T12:37:13.000Z,Glowing allowance anytime soon,Twitter for Android,"Kisasi, Kyanja",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
458248,1433681044750970904,823873314,2021-09-03T06:39:32.000Z,Somethings just need prayers kubanga https://t.co/gDVY3lPG7Z,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1261201,1506353377546022916,3439265625,2022-03-22T19:33:26.000Z,As we prepare for tomorrow. https://t.co/mmMDlDdqdb,Twitter for Android,Kampala,Uganda,"Arua, Uganda","[30.7657511, 2.5373432, 31.536709, 3.1998644]"
830295,1469589413843902475,1461980490114740225,2021-12-11T08:46:34.000Z,ED of #freedom centre-uganda as giving his opening remarks in the workshop held at little woods Inn in Mbarara city.the issues to talk about were #freedom of thought #right to join religion #freedom of expression among others https://t.co/6EOPVPeaVC,Twitter for Android,,Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
1355456,1513018662936064002,1362129468,2022-04-10T04:58:54.000Z,"@Prophet_elvis And they said one to another, Did not our heart burn within us, while he talked with us by the way, and while he opened to us the scriptures?\n#ProphetElvisMbonye \nhttps://t.co/8BibDMC4sb",Twitter for Android,Lumumba Avenue Kampala 🇺🇬 ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
540569,1441571520707383304,1419313556437209092,2021-09-25T01:13:28.000Z,"The Lord will be happy when all people make it into the kingdom of God, that is why we need to prepare.\n#AnnouncementOfRapture",Twitter for Android,,Uganda,"Tororo, Uganda","[33.8750357, 0.5749347, 34.3140354, 0.9053201]"
1207743,1502527577155686405,4870017855,2022-03-12T06:11:04.000Z,Just posted a photo @ Rweteera Safari Park https://t.co/Dzkr2VF8Wp,Instagram,Uganda,Uganda,"Kabarole, Uganda","[29.9904013, 0.2662199, 30.5623557, 0.9759216]"
859656,1472504013245583361,4687743402,2021-12-19T09:48:09.000Z,@ChelseaFC Graphics guy 😂😂😂,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
562694,1443653251434491905,2648032688,2021-09-30T19:05:31.000Z,Is that a pimple??😳😂😂😂😂 https://t.co/CNijpCVNtw,Twitter for iPhone,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
699070,1456848741151948802,1384724725604225026,2021-11-06T04:59:41.000Z,@EU_Commission Ugandans demand the International Community to stop funding &amp; protecting the illegitimate government of dictator Museveni.\n#UgandaIsBleeding\n#M7NovMassacreUg\n#UgMoving4wd\n#FreeAllPoliticalPrisonersinUganda\n#StopSponsoringOurOppression\n@hrw @IMFNews @WorldBank @trussliz @vickyford,Twitter for Android,"Hoima, Uganda",Uganda,"Hoima, Uganda","[30.5509216, 1.0708897, 31.5880571, 1.8512921]"
303270,1419387340506779649,1125796459578843136,2021-07-25T20:01:27.000Z,@SamuelMusana1 @AcenJuliet2 @NalweyisoRebec1 @ElizabethWalun1 The streets of God are meant for the repentant heart's. What then will happen to those who fear Repentance?\n\n#BenchmarkOfGod,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1050110,1489954876222316547,1306902797695299586,2022-02-05T13:31:39.000Z,Happy womb escape to me 🎂 https://t.co/JY3J03bgB4,Twitter for iPhone,,Uganda,The Arena Mall,"[32.583358, 0.306793, 32.583358, 0.306793]"
297796,1419005828376444929,1195694930871693314,2021-07-24T18:45:27.000Z,@neezzah @DeMun_Hvitserk Follow namwe,Twitter for Android,Worcestershire ,Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
272572,1416822488122728450,984090165286236161,2021-07-18T18:09:39.000Z,"The PROPHETS of The Bible announced that THE MESSIAH will come and take away the sin of the world at the Cross. And here and now, THEY are announcing that THE MESSIAH is coming and will come back.\n#StandardOfEntry",Twitter for Android,Kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
388247,1427321197012742144,1268183210858614785,2021-08-16T17:27:46.000Z,"@912CroozeFM @mtnug Good evening zyro,,,, kindly play for me Yolo by sheebah going out to all croozers listening in from Ntara KITAGWENDA 🔥🔥🔥🔥🔥",Twitter for Android,𝑵𝒕𝒂𝒓𝒂𝑲𝒊𝒕𝒂𝒈𝒘𝒆𝒏𝒅𝒂,Uganda,"Kamwenge, Uganda","[30.2118005, -0.1828209, 30.8597473, 0.5742429]"
926019,1478301711886397440,912204877757059072,2022-01-04T09:46:08.000Z,@HEBobiwine Idleness and highest level of stupidity. Let them get what to do than just being there,Twitter for Android,Kampala Uganda ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
341004,1422938515306950662,958754141618262017,2021-08-04T15:12:33.000Z,"@hildamargie @LoneChildMJB ik, this guy🚮",Twitter for Android,Home,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
639164,1450775906730000391,1038057822771208192,2021-10-20T10:48:24.000Z,Definitely 🙏🙏🙏🙏🙏🙏 https://t.co/wupjEzuerS,Twitter for Android,"Kampala, Uganda🇺🇬",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
190507,1410134280869658624,892623768,2021-06-30T07:13:06.000Z,African hair styles https://t.co/55X7OwRgn4,Twitter for Android,"Swindon, England And Jinja ",Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
494160,1437105861198032900,1324723164136525824,2021-09-12T17:28:32.000Z,@SmithNaturinda @kingsula11 They will end up laying brick for sell coz those ones are money minded🤣🤣🤣,Twitter for Android,Entebbe -Uganda,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
830239,1469585796458024961,300108946,2021-12-11T08:32:12.000Z,@OliverMathenge Am I the one or I'm I the one,Twitter for Android,Kampala,Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
660709,1452887232482791427,1437706489704103940,2021-10-26T06:38:04.000Z,CLIMATE CHANGE has never been more urgent than now. You and I are the only solution. Speak out AGAINST this change\n@ClimateWise1 \n@Ggow_COP,Twitter for Android,UMA SHOW GROUNDS LUGOGO,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
606405,1447545170908565504,1444267744350855172,2021-10-11T12:50:37.000Z,Good,Twitter for Android,,Uganda,Karveli Bakery And More,"[32.578702010392966, 0.31737042145166816, 32.578702010392966, 0.31737042145166816]"
398349,1428273651284074496,1398013778722177027,2021-08-19T08:32:29.000Z,"U guys so excited about th Afghanistan's, remember nebino babikola...\nMujja fiila bwerere better remain with your dark and zebra's(breachd) and donkeys from th other side than dieng fwaaaa....\n@Karenpromotions @viny_iam @AllanSseky @ObarWoodz @jolebron1 @JuninhoProo @FrankRhimes https://t.co/ujXyV4MiHS",Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
51404,1396011570623401989,4774946422,2021-05-22T07:54:29.000Z,Nothing hurts like seeing someone wearing a fake version of a clothe or a shoe you’re putting on,Twitter for iPhone,Kisaasi,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
77659,1399261107542544385,1394990440865222661,2021-05-31T07:06:59.000Z,More and more I have come to understand why our relatives leave this country. I personally don't know if I want to bring children into a world so dark like this one. My heart bleeds for the innocent lives lost. Rest in peace ❤️,Twitter for Android,Uganda,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
466321,1434442707963940865,1244728285038358529,2021-09-05T09:06:06.000Z,@devangrace Those are your emojis for you. Continue dating them!  😂🤣😅 https://t.co/HMrZdk97ht,Twitter for Android,Mutungo ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1476613,1520843507472207872,1403061053894836228,2022-05-01T19:12:02.000Z,Just posted a photo @ Mbarara city https://t.co/y2DwxvxyGJ,Instagram,"Chicago, IL",Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
344252,1423185144098217985,1397437066091405312,2021-08-05T07:32:34.000Z,Get well soon Eddy Kenzo and the team 🙏 https://t.co/EovpPkFsGc,Twitter for Android,Uganda🇧🇪,Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
585706,1445712860798017542,1413868367371554823,2021-10-06T11:29:40.000Z,@maurice___y @RealLennonDj I hope so😂,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
587010,1445813247945347076,1248597592000417796,2021-10-06T18:08:34.000Z,The End-time revival has broken out in the History of the church like never before yet the present day church is busy preaching money and sow a seed gospel.\n\nHow will the present day church enter eternity with God without being part of the End-time revival?\n #RevelationsOnRapture,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
443823,1432335479953821702,1183244731813433345,2021-08-30T13:32:44.000Z,@AbdulKim01 On it ryt away,Twitter for Android,"Makerere, Mulago",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
538574,1441390893861249038,936242605,2021-09-24T13:15:43.000Z,God sent me #ProphetElvisMbonye  for such a time as this. I am saved https://t.co/WOXOYsMPXS https://t.co/zFKUZif5aG,Twitter for Android,,Uganda,"Mubende, Uganda","[31.019637, 0.1620802, 31.9592329, 0.8662739]"
1101335,1494209494225666048,873790927,2022-02-17T07:17:59.000Z,"""Businesses have been severely affected by the COVID19 pandemic. These effects were mainly manifested by the disruption in education, construction, hospitality, tourism, transport, food services, arts, entertainment, and recreation."" ~ Dr. Authur \n#Budgetdialogue2022 https://t.co/zplLa9QAJT",Twitter for Android,"Bangko, Indonesia",Uganda,Serena Conference Centre,"[32.586939908964, 0.3175466142808747, 32.586939908964, 0.3175466142808747]"
1325004,1510904433990848517,1411686720022757380,2022-04-04T08:57:42.000Z,IUIU SC is looking ready for whatever that come in their opening match in the university league.\n@iuiu will host @Busitema Unversity on Wednesday at iuiu playground https://t.co/wykSLoHqQQ,Twitter for Android,mbale city,Uganda,"Mbale, Uganda","[34.0807269, 0.8291179, 34.3733635, 1.174493]"
844524,1471038352057159683,54216013,2021-12-15T08:44:08.000Z,"Attending a joint meeting for leaders in northern Uganda themed, ""role of leaders in fostering unity &amp; peace to enhance sustainable devt in northern Uganda. @GNPF10",Twitter for Android,"Gulu, Uganda",Uganda,Hotel Africana,"[32.59505649129014, 0.3189017128508698, 32.59505649129014, 0.3189017128508698]"
672764,1454052296057368578,1415909937780305925,2021-10-29T11:47:37.000Z,@BTS_twt_TAEHYNG He playing trumpet 🎺🎺🎺🎺🎺🎺🎺every members they are enjoying the music taeyungshii u r going to learn very well love u taeyung Huang💚💚💚💚💚🎺🎺🎺🤟🤟😘😘🐅🐻🐻🐯🐯 https://t.co/w7DNIa6TD0,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
12933,1391387971694247938,583480873,2021-05-09T13:41:57.000Z,After a good afternoon of rugby where the @KobsrugbyUg were crowned League champs.. The sight here is scary. Well worth it.. @betway_ug thanks for the support. Smiling galore. https://t.co/vIDzU2AXvz,Twitter for Android,kla,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1032405,1488447809904906244,1382597163591606273,2022-02-01T09:43:06.000Z,"""When you empower a girl child on #climatechange you build a strong nation for tomorrow. Empowering them equips them with knowledge they take back to their communities and use to become #climatesoldiers and agents of climate change."" \n@saufah_\n#ClimateEmergency \n#ClimateActionNow https://t.co/1EIWqDY3EQ",Twitter for iPhone,My Bed,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1165384,1499103242059403267,1415701981994360835,2022-03-02T19:23:59.000Z,Thank You Roman💙\n#NewProfilePic https://t.co/c7Sukkbyd5,Twitter for Android,East Africa ,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
835410,1470101567663656968,1412820236663918595,2021-12-12T18:41:41.000Z,@NaymarSavage @Kimntege that's shows,Twitter for Android,"Kampala, Uganda",Uganda,"Tororo, Uganda","[33.8750357, 0.5749347, 34.3140354, 0.9053201]"
1003597,1485607773656297479,1071291366536372224,2022-01-24T13:37:49.000Z,Planned 4Bedrooms On (1OOftx5Oft) https://t.co/hjY2mcUhzy,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
438209,1431859925731450880,4396741043,2021-08-29T06:03:03.000Z,@MargaretMuhanga @FGoloobaMutebi @AndrewMwenda You have a humerous and pleasant character..... Its humbling..,Twitter for Android,"Kampala, Uganda",Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
405588,1428829992524423182,1025166562578378752,2021-08-20T21:23:11.000Z,Inbox me on 0708370679 and 0775612453 for retail and one piece sale.\n\n#Ankoshoes https://t.co/7P3WmaJQI2,Twitter for Android,Sseguku,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1351134,1512700097305493504,1256919391050006528,2022-04-09T07:53:02.000Z,There's a fire in one of the buildings on William Street or Kikuubo or Nabugabo. Heavy deployment of Traffic and Armed personnel. \nSo move cautionary \n#BBSKATI @bbstvug,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
439293,1431949913215193096,1413028866764025858,2021-08-29T12:00:38.000Z,@prochorus97 @Mie_Tessie @BradleyCarlvin1 @BusingyeJose @Johnlaban256 @Peshk319 @samiekimberly26 Bro you look great,Twitter for Android,"Kampala, Uganda",Uganda,"Mbale, Uganda","[34.0807269, 0.8291179, 34.3733635, 1.174493]"
122071,1403721221481668609,941057972360417280,2021-06-12T14:29:53.000Z,@RaymondMO2 @EidenJanet @Andystroudkays @muganda_belle I trust your abilities as chefs man 😂😂😂😂😂😄.,Twitter for iPhone,"Kampala, Uganda.  Naalya",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1155046,1498299977759703041,1613799848,2022-02-28T14:12:06.000Z,"On 8th March, I will #Run4HerRights22 @DrotyUganda in Kyotera as we celebrate the #IWD2022. \nRunning kits cost 20,000/= ($15) each. \nContact - 0772625292\nLet’s make it happen! #TaasaOmuwala https://t.co/lJZ8nETj7W",Twitter for iPhone,"Kampala, Uganda",Uganda,"Masaka, Uganda","[31.1673793, -0.8184871, 32.0664454, 0.0781112]"
331173,1421887834793852929,229846649,2021-08-01T17:37:31.000Z,"@GodfreySanto @rtumusiime89 @east_facts @EstherBirungi4 Santo, what's your tribe?",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
579599,1445123886304071687,1015643360873283585,2021-10-04T20:29:18.000Z,@davvvymoore Following everyone who follows me 💯,Twitter for Android,Gulu,Uganda,"Gulu, Uganda","[32.1251757, 2.4457346, 32.8294398, 3.3008154]"
920178,1477746192792625153,1183244731813433345,2022-01-02T20:58:42.000Z,@patriq_3rd @shillahshan That was the Admin,Twitter for Android,"Makerere, Mulago",Uganda,"Jinja, Uganda","[33.0453096, 0.3849308, 33.3798758, 0.7091918]"
157811,1407018889935003658,1013221658,2021-06-21T16:53:39.000Z,@BWGovernment Very sadly this must be the worst report posted so far where 129 Batswana have died in just 4 days from 14/06 to 18/06. Also very worrying is that only 250 persons per day were vaccinated.,Twitter for iPhone,"Gaborone, Botswana",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
34924,1393970616328495110,889906870475010048,2021-05-16T16:44:28.000Z,"Many families were stranded with their cripples and did not have an answer. But because of the wonder working power of the blood of JESUS, they are #NoLongerCrippled",Twitter for Android,Kampala Uganda,Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
987684,1484053581653237760,2328896959,2022-01-20T06:42:00.000Z,I too have bigger plans for it https://t.co/4s5fxysVbm,Twitter for Android,Where The Party Is,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
690603,1455957006762790913,753598915,2021-11-03T17:56:15.000Z,@havendalegirl @Africa_Archives @idringp Coming from someone who uses A dog as DP.\nI don't think 🤔 even dogs are proud to have you as one of them.... https://t.co/O5eXKrm1J8,Twitter for Android,"Kampala ,Uganda ",Uganda,"Adjumani, Uganda","[31.4009059, 2.8777359, 32.0632703, 3.5927476]"
179148,1409106696438484994,581866141,2021-06-27T11:09:51.000Z,@KazibweMbuga @MamboCakeHouse @ruthekyak @UGmanofficial @MartinKijo @joe_alinda @enyahourhawa1 @Tony6i @MimiHearts1 @bismarckerisah I appreciate bro 🙏🏾,Twitter for Android,East Africa ,Uganda,"Wakiso, Uganda","[32.1922973, -0.1477888, 32.6836991, 0.5850724]"
784021,1465186236562395139,925494648,2021-11-29T05:09:55.000Z,@Mablees @XpressionsUG Thank you for coming and showing love 🙏🏽❤,Twitter for Android,the stove,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
32874,1393654136403550208,941057972360417280,2021-05-15T19:46:53.000Z,@BSharunah4 Good night fam,Twitter for iPhone,"Kampala, Uganda.  Naalya",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
693506,1456215047240302599,931564829755703301,2021-11-04T11:01:37.000Z,"@LilyNampa I want to tag ""All"" how do I do it???",Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
192086,1410254541057036291,1352254823958241282,2021-06-30T15:10:58.000Z,@Rachealkyy I also feel it as itchy,Twitter for Android,,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1200909,1501964949605789699,893533271132385281,2022-03-10T16:55:23.000Z,@KOmukungu Maybe isn’t God good😅,Twitter for iPhone,God’s Grace 🤍,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
729854,1459970882651176967,2874698047,2021-11-14T19:45:58.000Z,@kabderrick @baronedgar8 My thoughts too,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
202354,1411113038816624640,1339459337333424128,2021-07-03T00:02:20.000Z,Do you understand the statement that\nThe sinners the wicked the Rebellious will drink from the cup of God's wrath? #LatterGloryVigil,Twitter for Android,,Uganda,"Mukono, Uganda","[32.5019072, -1.0027209, 33.5223859, 0.8608254]"
706300,1457590601935904770,960056082,2021-11-08T06:07:34.000Z,@BBatwooki And you should be happy it’s only Facebook here in Uganda that’s banned. It could easily be all social media platforms.,Twitter for iPhone,Kampala,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1131971,1496441354439831554,1319746119753224192,2022-02-23T11:06:36.000Z,May your hearts and minds and medulla oblongata be guided and changed https://t.co/vygGICkTUY,Twitter for Android,"Kampala, Uganda",Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
187494,1409803477191168004,2967377974,2021-06-29T09:18:36.000Z,@KutesaKeneth2 @ntvuganda It's your health man,Twitter for Android,In Pain,Uganda,"Kampala, Uganda","[32.4166234, 0.1648531, 32.7216969, 0.4136818]"
1019788,1487289628218601472,1407635392157917184,2022-01-29T05:00:54.000Z,@Simply_Rendy Arsenal fan ✅💕👌,Twitter for Android,Uganda,Uganda,"Mbarara, Uganda","[30.3141825, -0.8454063, 30.81947, -0.194628]"
